"","gene 1","gene 2","gene 3","gene 4","gene 5","gene 6","gene 7","gene 8","gene 9","gene 10","gene 11","gene 12","gene 13","gene 14","gene 15","gene 16","gene 17","gene 18","gene 19","gene 20","gene 21","gene 22","gene 23","gene 24","gene 25","gene 26","gene 27","gene 28","gene 29","gene 30","gene 31","gene 32","gene 33","gene 34","gene 35","gene 36","gene 37","gene 38","gene 39","gene 40","gene 41","gene 42","gene 43","gene 44","gene 45","gene 46","gene 47","gene 48","gene 49","gene 50","gene 51","gene 52","gene 53","gene 54","gene 55","gene 56","gene 57","gene 58","gene 59","gene 60","gene 61","gene 62","gene 63","gene 64","gene 65","gene 66","gene 67","gene 68","gene 69","gene 70","gene 71","gene 72","gene 73","gene 74","gene 75","gene 76","gene 77","gene 78","gene 79","gene 80","gene 81","gene 82","gene 83","gene 84","gene 85","gene 86","gene 87","gene 88","gene 89","gene 90","gene 91","gene 92","gene 93","gene 94","gene 95","gene 96","gene 97","gene 98","gene 99","gene 100"
"spot 549",9,4,3,17,10,5,8,0,4,0,36,20,0,5,24,11,6,0,0,39,0,0,0,5,0,16,22,0,10,11,11,13,21,19,9,16,18,17,26,19,4,0,27,15,6,12,11,0,0,24,11,14,16,8,28,28,7,7,0,0,0,13,16,13,16,10,6,0,0,58,19,8,0,10,10,0,12,11,0,0,7,0,29,2,0,19,26,19,13,0,0,19,34,29,29,0,0,6,6,8
"spot 550",0,6,3,12,0,4,10,26,0,0,33,0,12,10,24,0,18,28,31,28,0,13,0,5,0,13,8,10,0,22,15,8,0,0,0,0,15,21,19,26,15,0,0,0,0,9,20,33,16,24,11,8,28,0,32,0,0,10,0,14,99,12,17,15,11,27,7,47,25,31,13,16,22,11,11,9,22,11,13,11,9,17,14,9,23,33,0,17,22,26,12,32,0,33,0,21,14,21,0,0
"spot 551",5,5,8,0,0,8,7,9,10,6,31,13,10,1,18,0,8,0,24,21,0,17,0,0,0,0,10,0,12,0,0,10,13,22,8,0,17,10,28,17,0,0,20,0,6,3,23,16,16,10,14,13,10,0,25,0,11,4,0,17,42,27,0,0,0,19,0,32,17,57,0,17,0,3,6,0,14,0,21,17,0,6,0,2,0,0,0,0,11,10,0,34,0,13,0,3,0,12,10,9
"spot 552",2,7,4,9,6,2,7,4,0,3,0,0,6,0,0,8,4,11,19,11,0,16,0,2,14,0,14,5,5,14,14,9,16,8,0,6,8,9,12,9,8,7,9,0,9,7,16,8,6,20,0,12,9,4,12,0,10,0,8,15,37,0,20,5,0,3,0,0,10,30,5,0,18,10,8,9,4,11,0,8,8,6,17,2,11,5,12,12,10,15,7,10,18,0,23,0,0,0,4,3
"spot 553",4,0,4,15,13,10,0,15,15,2,37,11,0,5,22,6,12,14,10,0,23,0,16,3,0,0,16,5,22,15,0,0,0,11,4,0,0,7,20,26,12,18,0,22,2,0,20,24,10,23,16,7,16,5,24,38,8,5,17,4,69,0,0,6,9,14,3,0,12,0,27,1,16,7,8,16,0,18,14,16,4,0,31,12,9,0,0,9,0,19,13,13,30,12,0,0,0,17,0,0
"spot 554",4,9,2,14,12,0,0,0,0,0,18,0,7,8,0,10,14,13,0,21,19,24,0,2,11,9,10,4,0,0,15,16,10,13,10,12,0,8,27,23,0,11,9,26,8,15,19,0,0,0,13,9,17,0,0,0,0,3,0,6,40,14,0,8,0,0,1,28,0,31,17,3,25,0,0,11,0,15,13,15,0,13,0,8,17,0,17,0,0,0,9,0,0,0,54,21,13,3,0,8
"spot 555",3,21,6,31,17,0,17,0,11,12,19,11,0,8,0,0,22,0,11,12,20,32,6,4,25,9,9,8,0,32,0,12,14,14,9,15,0,11,36,28,7,18,16,0,12,0,0,21,14,0,0,25,26,9,24,0,12,9,0,21,43,18,21,6,0,17,0,0,10,0,26,10,28,6,0,0,14,10,0,12,0,0,0,4,16,11,35,9,19,18,9,17,0,0,0,0,14,19,0,0
"spot 556",7,5,4,20,9,7,0,21,0,8,27,13,15,6,21,9,0,20,30,0,18,32,15,4,27,18,12,12,5,27,24,0,14,0,0,10,0,15,24,0,0,10,0,23,14,0,0,0,0,37,12,12,14,7,45,26,0,4,16,16,0,0,0,0,0,0,4,29,12,47,13,4,21,9,7,13,0,20,12,10,15,13,0,0,0,20,35,0,17,15,6,0,26,12,0,0,6,9,0,18
"spot 557",0,4,1,15,3,5,5,3,4,6,7,6,0,0,17,5,0,15,2,3,11,9,3,4,5,6,4,3,4,6,0,0,3,0,1,5,2,0,11,9,2,0,0,4,2,4,15,20,4,8,4,5,4,0,15,9,5,0,11,6,19,5,0,6,0,0,3,0,0,10,0,0,4,2,0,0,0,5,9,2,0,1,0,3,7,8,13,1,10,5,0,11,0,4,0,5,2,2,1,0
"spot 558",0,3,9,15,4,0,0,9,0,0,16,7,0,2,6,7,0,5,13,0,9,11,10,4,19,7,8,0,8,0,0,5,0,9,0,4,4,0,0,14,13,0,4,16,3,7,19,7,0,9,10,4,0,4,18,0,2,3,8,10,22,3,10,3,0,6,1,21,5,16,10,4,0,6,4,7,4,6,7,4,4,4,0,2,9,9,14,0,9,11,3,14,11,0,12,10,3,0,0,5
"spot 559",3,0,0,0,0,0,20,0,5,0,15,0,0,0,25,1,0,40,16,15,0,0,4,0,0,0,0,3,4,13,19,12,9,0,0,0,0,20,14,12,8,0,10,4,7,9,0,0,12,0,0,0,12,4,14,0,4,7,16,0,0,0,12,24,3,0,7,15,0,28,12,8,16,6,0,0,0,13,10,12,0,6,19,5,0,17,13,10,0,9,9,17,0,0,0,0,7,0,2,2
"spot 560",5,0,0,24,27,0,27,31,32,11,36,26,14,3,26,25,16,0,24,10,34,26,10,12,31,13,16,11,10,7,0,17,20,14,0,11,0,17,0,20,0,15,23,0,0,20,17,0,0,21,20,20,21,7,39,47,0,9,20,0,91,0,22,0,6,36,9,0,22,86,28,14,23,0,3,0,7,15,0,14,14,12,31,6,31,14,11,21,0,42,0,0,0,0,25,28,12,6,0,11
"spot 561",0,8,12,0,0,3,8,7,11,8,0,16,8,0,20,4,0,20,8,0,20,5,0,4,7,6,0,2,0,13,10,0,4,2,0,5,5,0,0,0,6,0,0,11,4,0,12,8,0,4,12,9,0,7,9,17,0,2,8,5,0,4,0,4,4,5,0,26,5,32,0,3,5,0,0,10,3,0,11,5,3,8,14,2,20,0,5,5,0,0,8,27,0,0,9,0,5,5,1,2
"spot 562",0,38,0,53,0,25,109,0,56,0,0,45,33,0,0,0,17,58,31,55,60,31,31,8,34,0,27,0,33,51,0,26,0,0,0,26,0,23,82,0,33,42,0,43,0,22,25,0,43,67,0,0,29,0,64,75,28,0,35,35,0,37,39,17,12,36,0,0,0,74,28,25,0,19,12,0,0,0,28,25,26,43,41,0,52,0,81,27,34,0,32,65,0,0,69,0,0,0,14,16
"spot 563",0,26,3,44,22,0,20,0,15,20,0,12,0,6,22,10,4,24,20,17,0,18,12,3,18,0,12,1,0,9,17,10,10,9,0,11,2,5,25,0,11,0,12,8,11,4,12,17,14,12,17,7,0,5,0,0,0,12,13,11,0,17,20,11,0,11,6,17,0,35,14,9,9,9,0,0,0,13,20,8,0,5,28,6,22,11,16,12,11,0,0,29,14,12,27,24,2,13,4,4
"spot 564",11,0,7,0,0,8,31,0,17,6,15,0,9,0,0,9,7,17,14,17,12,18,0,6,14,0,6,5,3,23,21,12,0,0,3,0,7,20,0,0,4,0,15,0,8,10,0,0,6,11,3,6,4,0,26,26,0,0,14,16,31,0,0,0,7,11,5,19,0,27,6,7,0,11,2,0,0,3,10,0,5,2,25,2,8,10,8,11,14,0,8,24,0,8,15,0,0,3,4,7
"spot 565",0,20,9,65,19,12,35,0,29,16,20,7,15,2,0,15,11,0,21,17,24,5,14,3,0,4,0,2,13,19,23,0,18,17,4,5,12,10,13,8,12,7,4,0,3,7,19,10,16,16,11,0,19,7,12,52,0,6,9,8,42,0,0,7,5,8,0,0,29,34,7,10,0,9,5,17,12,10,0,14,0,2,19,4,0,16,19,11,0,9,12,23,16,18,38,15,3,10,6,5
"spot 566",11,11,0,28,0,7,19,22,21,11,0,11,6,0,0,10,0,18,0,8,11,11,6,2,12,6,0,0,7,6,21,0,11,6,2,4,0,17,21,0,0,9,19,0,4,6,10,0,10,0,11,7,0,4,18,29,5,7,0,10,0,0,13,7,3,0,0,13,6,8,0,6,8,8,6,10,5,7,0,7,9,4,0,0,22,12,18,8,12,0,7,0,0,0,0,6,0,5,0,6
"spot 567",0,0,11,61,0,18,31,35,23,0,26,0,27,2,0,0,17,25,0,13,12,0,14,4,30,11,0,1,9,15,0,21,11,10,6,0,12,8,10,9,13,14,16,14,9,10,0,27,0,12,0,7,0,7,0,0,7,2,10,6,0,0,16,0,10,18,4,0,0,40,11,0,0,14,11,19,8,0,0,8,0,14,0,0,29,22,18,13,22,13,4,42,19,18,28,14,0,0,4,9
"spot 568",5,19,4,0,14,0,0,0,16,14,17,3,5,0,11,5,0,0,5,0,0,4,7,1,8,4,2,0,5,7,8,5,7,2,5,2,0,6,7,0,0,0,0,11,6,3,13,0,0,0,0,3,14,4,19,25,11,0,11,7,0,4,9,0,1,1,0,15,10,0,9,9,9,5,3,0,0,0,0,4,0,0,22,4,8,4,6,7,0,0,3,5,14,0,25,0,3,0,2,5
"spot 569",0,19,17,0,26,0,32,74,0,15,30,11,10,9,0,10,6,18,0,0,0,18,8,1,0,10,15,0,0,21,16,7,7,0,2,3,11,10,24,21,9,0,19,13,10,11,0,21,9,20,16,5,13,0,0,10,3,5,14,0,0,13,13,16,0,0,9,25,18,29,19,0,13,5,3,0,9,6,10,0,0,12,0,0,12,8,0,8,10,13,8,19,26,16,0,14,14,10,0,9
"spot 570",13,0,0,50,33,8,22,0,30,17,16,0,1,1,0,0,9,11,8,12,17,0,6,2,10,7,5,3,0,0,7,0,7,2,0,5,5,0,6,11,0,7,8,0,0,0,9,0,4,15,0,4,6,0,8,17,3,8,0,7,37,7,11,0,7,8,1,0,6,0,10,0,8,0,8,10,0,4,0,4,12,0,0,2,7,15,17,7,9,0,4,0,9,7,10,14,2,1,3,5
"spot 571",20,26,26,41,0,16,57,0,15,26,15,13,4,0,15,11,0,19,12,12,0,0,0,7,13,0,0,0,8,7,15,13,0,8,0,0,0,8,24,0,0,12,0,10,12,0,12,0,8,8,0,7,0,8,27,28,9,3,11,8,24,8,18,11,4,0,6,0,0,12,0,0,7,3,8,13,0,6,10,13,7,8,0,3,0,10,15,0,7,0,3,0,22,0,0,0,0,6,4,0
"spot 572",14,7,0,46,0,0,14,0,0,13,0,5,3,2,0,0,0,12,7,12,0,3,4,1,6,9,0,0,3,6,16,8,8,4,4,8,5,0,9,5,3,2,0,6,2,0,5,8,8,0,0,4,4,5,17,20,7,0,7,0,26,5,0,1,4,11,0,9,3,21,0,0,5,6,3,8,4,0,3,2,2,3,0,0,0,8,3,0,7,11,0,10,11,0,16,9,1,6,1,3
"spot 573",15,27,11,35,30,9,0,0,31,11,10,13,6,2,21,0,3,0,7,0,0,9,5,0,5,5,6,0,9,9,11,0,5,8,0,2,4,1,12,0,7,0,8,13,2,4,12,10,5,0,11,8,10,0,17,13,5,2,9,0,19,5,10,7,0,1,0,0,0,14,2,0,9,0,0,8,0,0,8,0,3,6,0,6,0,2,0,0,2,0,5,0,0,13,15,0,0,0,0,3
"spot 574",0,0,24,148,44,26,0,55,46,0,18,0,10,2,20,7,6,0,4,15,17,12,0,0,0,8,9,5,4,0,23,10,0,7,0,8,11,10,11,19,0,0,19,1,0,10,16,23,13,4,12,5,21,6,27,0,6,9,21,0,33,0,11,6,6,7,1,21,8,0,13,13,9,0,2,10,2,0,3,7,4,0,0,0,9,15,0,8,18,17,11,9,0,15,12,21,3,0,3,7
"spot 575",64,40,0,0,0,41,0,66,99,51,33,16,0,0,25,0,6,13,14,0,0,17,15,4,0,20,7,2,14,16,16,5,12,0,0,21,7,0,0,30,9,0,0,0,6,25,17,26,4,19,0,9,0,5,0,36,15,0,0,11,37,0,0,13,0,0,8,0,0,54,0,14,13,6,7,22,13,15,13,4,0,9,0,4,26,0,0,0,14,5,0,23,11,18,25,0,4,10,0,14
"spot 576",25,35,0,0,45,0,83,46,0,0,14,0,0,3,17,7,5,0,0,9,17,6,5,2,0,19,4,2,4,0,0,11,6,0,5,3,5,11,15,10,4,0,0,11,7,7,0,13,6,0,13,7,5,7,13,33,9,12,5,6,0,7,0,12,2,10,0,22,3,21,0,3,20,6,3,0,5,7,8,0,6,0,11,1,10,9,22,0,12,9,0,23,7,0,31,14,0,5,0,14
"spot 577",6,12,0,9,0,0,9,0,14,3,0,0,17,7,22,17,27,55,0,0,0,27,0,0,44,24,18,0,12,0,32,12,28,18,0,9,25,18,25,28,9,9,26,35,16,0,0,0,17,0,23,23,0,9,31,0,0,10,45,17,66,0,19,0,11,20,0,0,0,0,21,5,25,8,13,0,13,13,20,0,11,0,46,0,17,28,33,8,37,21,0,0,75,29,27,16,0,0,8,0
"spot 578",0,0,0,2,5,2,0,5,5,0,14,13,6,2,17,10,0,0,0,9,25,18,13,3,0,10,14,5,12,13,0,7,12,7,7,0,9,12,19,9,5,7,20,8,13,5,15,20,9,17,0,0,20,6,17,0,0,9,19,0,46,13,0,8,3,17,3,41,9,0,0,6,14,3,0,0,9,13,0,5,6,25,18,2,0,0,18,0,11,28,0,20,12,16,0,0,4,3,4,0
"spot 579",4,0,6,10,9,0,4,14,6,5,0,24,14,1,21,0,0,0,31,36,0,26,20,7,22,20,16,12,0,17,47,0,46,0,21,0,18,19,27,0,0,0,22,0,0,24,0,24,0,0,18,0,22,16,45,39,13,9,38,0,49,12,23,21,0,21,4,19,19,52,26,0,27,0,0,28,6,24,25,20,4,23,19,7,28,23,34,11,0,0,0,38,0,25,36,33,0,0,8,17
"spot 580",6,6,2,0,0,8,0,7,8,2,32,19,0,0,23,0,0,15,18,15,10,14,19,0,18,17,11,4,0,22,0,14,17,5,4,6,9,8,31,11,6,21,0,21,9,10,0,9,6,10,17,16,7,7,19,33,13,9,0,0,0,16,28,14,0,21,0,31,0,0,12,8,0,12,7,0,13,14,12,8,6,10,0,0,13,14,0,14,0,14,0,0,18,11,0,0,11,4,0,5
"spot 581",8,5,0,0,0,3,6,15,10,3,0,13,0,0,36,6,16,22,26,17,34,18,23,3,0,13,0,11,7,11,18,0,9,16,3,8,4,7,17,28,0,15,12,17,0,6,0,0,5,14,12,6,17,0,25,31,6,9,14,14,17,0,16,21,0,10,6,20,15,37,0,15,16,14,0,21,5,0,11,0,0,7,26,5,19,0,28,0,0,10,12,19,0,0,0,0,10,8,0,0
"spot 582",0,2,7,15,0,4,0,29,16,3,16,5,0,2,20,11,8,32,25,13,16,36,14,7,16,9,8,0,14,21,30,0,13,0,7,15,8,0,24,0,11,22,0,7,0,11,0,14,21,20,9,0,10,0,36,43,4,8,16,7,47,7,26,18,13,19,3,13,22,26,21,4,16,0,0,6,16,15,0,16,11,18,0,0,0,18,19,0,14,15,12,34,21,36,0,21,6,18,5,7
"spot 583",0,0,0,12,0,5,0,9,0,8,0,20,14,5,16,18,10,0,0,18,14,20,20,11,0,0,10,6,10,0,38,14,10,14,4,6,8,13,28,21,0,6,0,0,0,0,8,0,10,31,19,15,7,11,21,50,0,9,15,7,74,12,0,0,0,20,0,51,22,42,15,0,0,9,0,15,0,0,17,0,0,10,42,7,0,12,11,15,13,10,9,21,0,18,37,0,3,5,9,0
"spot 584",0,18,0,22,0,13,13,7,0,0,0,15,8,0,0,0,7,23,26,0,10,0,18,4,22,0,0,10,0,20,26,0,11,8,0,11,7,13,32,15,0,11,0,11,9,10,5,19,16,0,8,9,14,6,24,38,9,5,18,12,0,16,0,22,11,0,0,23,9,28,23,13,9,6,0,21,4,15,9,5,6,0,30,6,0,14,37,13,14,0,8,31,16,0,0,0,7,13,0,10
"spot 585",10,19,0,0,0,6,18,19,12,12,42,14,16,7,16,7,0,21,19,25,36,43,0,6,30,25,19,7,10,0,0,0,38,18,9,0,0,0,47,33,13,0,24,11,8,19,19,20,9,0,29,13,26,0,14,0,13,10,18,15,0,0,20,8,18,14,12,0,21,37,17,0,10,11,0,22,17,21,11,0,23,7,35,0,12,17,25,8,0,17,8,33,23,20,30,26,0,7,0,0
"spot 586",6,5,8,0,14,7,9,21,0,0,19,15,6,4,26,0,21,17,22,13,15,26,12,6,2,12,10,4,14,0,34,0,8,9,13,3,0,11,18,0,0,0,11,0,8,8,12,0,11,17,0,17,4,5,20,35,6,9,10,18,66,4,24,0,0,0,0,38,0,50,25,0,12,12,10,16,0,4,15,11,0,12,25,6,26,24,23,10,11,0,5,0,14,0,0,12,17,0,9,3
"spot 587",9,0,9,20,0,8,6,0,12,6,20,0,14,0,25,0,0,14,24,0,0,13,0,4,0,9,0,6,0,18,18,9,0,13,9,0,9,0,13,17,13,8,8,25,11,0,0,18,7,0,0,3,11,2,28,27,7,4,18,8,37,10,10,10,8,0,7,0,0,46,17,6,7,0,3,14,0,0,0,6,0,3,0,0,0,10,14,14,8,18,0,23,0,33,13,24,0,0,0,14
"spot 588",9,0,0,0,0,0,14,0,16,0,0,0,3,0,19,0,6,16,16,18,28,19,0,3,11,0,0,3,0,0,0,6,11,12,6,4,14,0,24,24,0,12,0,11,15,14,0,28,10,0,13,13,0,8,10,44,8,7,15,0,26,9,0,19,11,15,7,21,0,37,0,16,11,0,0,16,8,4,12,6,8,4,17,0,29,30,28,0,6,17,0,26,12,8,22,0,0,9,11,0
"spot 589",10,12,10,30,0,6,0,0,8,0,26,18,3,0,0,0,9,15,16,11,25,12,18,8,14,0,0,0,6,21,0,9,22,0,0,0,2,8,0,19,0,15,23,14,0,10,10,0,12,21,13,3,0,0,28,15,0,8,0,9,31,17,0,24,0,11,3,17,6,0,9,14,15,10,7,23,12,0,0,1,12,8,14,2,16,7,0,0,17,13,5,0,23,0,22,12,5,4,9,6
"spot 590",0,7,9,12,11,3,11,0,7,2,9,5,0,4,9,7,2,13,9,1,0,0,13,0,0,3,3,5,7,6,6,5,0,7,0,0,0,4,0,7,8,6,7,0,7,2,7,10,0,7,18,6,9,2,0,25,4,2,9,15,0,0,2,3,6,7,1,9,10,22,0,0,2,0,4,0,0,7,5,3,0,1,0,4,5,4,8,4,4,9,0,5,6,9,12,10,0,2,0,1
"spot 591",4,9,0,0,0,5,8,11,6,7,0,0,3,3,0,10,6,11,11,2,8,0,0,0,2,8,0,0,6,5,0,0,8,7,4,12,8,0,17,7,10,7,6,8,8,5,0,7,4,11,5,6,0,1,0,19,9,8,9,6,15,3,0,5,0,7,0,0,8,24,9,0,14,2,4,4,5,5,9,8,2,4,8,3,8,9,0,0,0,10,0,19,0,0,15,0,7,1,0,5
"spot 592",7,13,7,27,15,11,0,30,22,16,14,0,0,4,13,7,10,0,16,10,17,0,8,0,12,11,15,4,10,13,0,16,5,7,4,7,0,6,0,0,0,10,0,11,7,6,0,0,9,0,8,6,0,4,19,16,9,0,19,7,0,3,12,11,4,8,0,0,0,36,6,0,12,10,0,14,15,0,9,4,0,6,14,2,0,15,29,0,0,13,5,16,27,0,23,0,0,11,5,6
"spot 593",6,0,0,43,7,11,10,23,0,0,0,0,3,2,13,0,4,0,16,5,11,19,8,0,0,0,8,0,9,0,0,0,0,0,1,2,6,4,13,0,5,7,0,0,5,7,7,14,3,11,10,4,13,0,17,25,0,1,5,9,36,9,0,7,3,11,3,25,15,29,0,0,0,4,3,7,0,2,0,3,6,0,0,0,6,0,0,10,0,4,0,0,12,0,16,0,2,4,0,4
"spot 594",26,20,15,0,29,17,48,40,21,38,36,25,0,7,30,26,22,41,34,24,37,0,0,4,49,12,0,10,0,0,0,14,0,26,8,20,15,0,0,50,22,17,19,36,14,0,26,0,13,38,0,22,31,10,42,40,12,0,0,0,48,0,49,0,20,0,13,55,0,78,14,22,22,0,0,29,30,10,41,14,0,18,53,13,33,29,23,24,0,26,28,42,42,0,0,28,8,12,5,22
"spot 595",0,56,30,0,0,32,21,55,43,0,74,35,27,12,28,28,0,46,26,54,54,50,38,10,44,0,25,17,0,47,60,26,40,0,10,18,36,42,52,44,19,15,0,38,0,0,29,0,23,42,43,0,44,20,60,46,25,16,29,26,139,29,0,0,13,0,0,85,31,91,29,16,26,14,13,32,26,18,0,19,11,41,93,6,0,36,46,0,0,0,0,47,41,38,46,0,19,20,0,22
"spot 596",0,11,10,0,0,11,18,15,9,8,6,0,5,0,0,5,6,0,7,3,0,0,4,1,2,6,0,4,0,0,8,0,0,7,1,5,4,5,10,8,3,6,7,6,1,8,16,18,0,14,0,2,0,4,15,19,3,1,9,0,24,4,0,0,0,0,0,12,7,25,14,0,7,2,0,7,0,12,6,0,0,10,0,4,14,7,0,0,7,6,2,2,0,0,0,7,2,0,0,0
"spot 597",0,0,10,34,8,14,15,0,9,17,12,9,0,4,0,6,7,7,8,0,6,0,5,1,0,0,3,2,8,0,16,0,8,0,2,0,0,0,13,0,7,5,8,6,5,4,0,0,0,0,0,2,0,0,0,16,0,4,9,0,40,6,9,4,10,0,2,13,0,23,5,1,8,0,4,2,5,0,0,0,0,3,0,3,4,6,0,7,8,0,6,0,0,0,0,6,0,7,1,3
"spot 598",12,27,0,46,25,0,20,37,32,0,20,8,10,4,15,23,0,0,0,0,0,0,0,6,0,0,0,0,13,8,15,5,0,0,9,12,0,20,18,8,0,0,0,9,0,8,0,10,0,12,8,0,12,8,17,21,5,7,9,8,0,5,0,15,11,1,0,16,6,13,5,0,0,7,0,0,6,7,0,4,13,0,4,5,16,0,19,10,12,6,7,27,7,0,12,19,4,8,9,7
"spot 599",10,9,4,16,0,0,19,14,16,12,14,7,0,0,0,10,0,7,2,10,8,8,7,5,4,0,3,3,11,0,12,3,9,6,3,0,0,3,13,17,7,10,0,12,1,3,5,9,4,16,6,7,8,3,16,0,0,0,0,5,24,0,0,8,7,0,2,20,5,0,9,3,0,9,0,1,2,9,4,0,0,4,8,3,7,7,0,8,7,9,2,0,7,0,10,6,8,0,1,3
"spot 600",26,0,20,52,43,21,48,51,57,0,29,26,17,0,27,15,0,21,33,18,29,29,21,3,27,17,11,0,0,7,17,14,17,13,0,11,16,9,0,13,6,8,22,28,8,2,9,20,0,18,21,0,18,6,28,22,21,0,15,20,0,17,10,20,11,7,0,22,0,53,14,7,18,0,6,0,0,13,0,0,8,13,13,5,9,21,15,13,17,0,0,0,13,0,0,16,2,7,6,17
"spot 601",0,40,0,0,0,0,0,0,39,26,17,11,6,0,15,7,9,13,20,13,9,4,7,3,6,11,8,4,15,4,22,11,13,0,4,0,23,13,14,15,9,6,0,0,0,7,6,19,7,0,23,6,10,0,0,29,5,0,11,0,23,0,17,15,11,0,4,15,10,18,12,8,19,0,0,0,9,8,12,3,2,10,22,2,12,6,10,11,9,13,5,19,11,20,25,10,3,5,0,5
"spot 602",16,0,0,48,20,11,0,0,23,6,12,6,4,2,0,4,7,0,0,14,8,10,6,0,13,0,7,2,5,0,6,7,6,7,0,1,6,8,0,0,7,6,7,4,2,0,3,0,0,7,12,4,2,2,15,0,0,3,0,4,30,11,0,6,7,8,2,0,10,14,0,0,9,3,3,0,3,9,0,0,4,3,12,0,15,0,0,2,8,3,0,0,6,18,12,0,3,1,1,2
"spot 603",9,29,0,30,0,16,34,0,48,19,25,0,0,5,14,10,12,7,11,7,14,18,6,3,10,8,0,4,8,9,0,2,10,10,6,0,8,0,0,9,0,0,7,11,6,0,14,12,14,0,0,3,0,7,0,16,0,0,8,9,0,0,4,0,3,13,4,23,15,0,19,2,14,2,8,11,6,0,9,0,9,14,13,9,4,0,14,8,0,18,2,19,9,14,20,8,5,14,3,4
"spot 604",23,26,0,50,10,22,48,33,0,31,11,12,0,3,13,10,0,5,13,12,13,11,0,0,0,6,2,0,0,9,17,5,11,8,4,5,0,11,10,0,7,9,0,10,0,10,0,12,9,0,0,9,10,6,0,15,0,4,19,3,23,11,13,5,4,0,0,21,0,0,6,0,5,3,7,0,9,12,11,4,8,11,15,0,15,0,16,11,7,0,4,27,0,10,0,10,2,7,2,5
"spot 605",25,0,31,87,33,0,55,0,90,25,37,0,4,5,0,18,0,22,0,5,15,17,8,0,16,0,10,12,6,11,0,0,0,13,3,0,12,0,16,0,13,12,19,7,11,7,27,8,0,13,15,11,10,2,23,33,11,6,9,0,29,7,15,6,8,9,3,28,10,31,0,0,0,0,3,5,10,0,7,10,8,11,22,7,17,0,22,11,21,9,4,15,16,0,16,10,10,8,6,0
"spot 606",27,44,42,96,68,0,59,0,73,31,37,0,13,2,20,8,10,15,18,17,14,0,19,0,18,15,13,0,4,15,0,0,6,9,0,0,0,0,0,12,10,14,15,20,11,2,9,0,11,7,0,0,15,7,25,0,3,9,10,0,63,16,24,0,12,7,4,31,0,0,20,7,0,8,7,0,7,7,15,0,0,6,26,0,21,11,26,4,0,0,12,0,21,0,25,14,2,10,5,5
"spot 607",19,12,18,51,34,23,25,0,38,0,0,6,4,3,11,11,6,0,12,6,0,0,0,0,2,1,6,4,4,10,0,3,0,4,0,7,0,8,8,9,8,4,0,0,4,0,0,0,0,20,5,7,5,2,13,0,5,0,0,3,24,0,16,11,1,0,0,25,4,29,10,3,0,3,3,0,0,0,5,4,0,2,3,3,0,6,12,8,10,5,11,0,20,0,0,14,1,5,7,5
"spot 608",0,44,31,0,18,56,0,38,0,0,24,13,1,3,31,12,7,0,11,5,13,11,2,0,0,5,3,0,8,10,17,7,3,5,0,0,5,0,17,6,9,6,10,0,0,3,9,20,5,18,1,9,5,4,0,20,0,0,4,0,31,11,0,0,7,12,0,10,6,0,0,3,8,4,0,9,3,6,3,3,0,0,0,4,9,0,0,6,7,0,2,21,6,0,26,16,4,0,0,4
"spot 609",3,4,2,6,7,2,6,0,0,4,0,6,11,0,17,0,4,19,28,24,0,17,0,8,0,17,4,0,10,0,0,3,25,4,2,0,13,20,0,16,11,0,10,6,0,0,11,17,9,9,20,5,16,13,32,24,12,0,0,0,36,14,17,9,5,14,5,46,16,52,0,0,19,16,13,0,17,9,13,0,8,9,12,0,14,10,0,0,18,17,4,26,0,0,0,12,6,16,7,9
"spot 610",3,0,0,20,2,0,10,0,0,0,19,9,0,5,17,9,0,0,23,0,23,0,4,0,14,7,23,9,8,15,0,8,0,16,0,12,9,13,11,0,16,14,0,19,8,0,18,17,0,22,0,10,11,3,0,0,0,4,14,9,0,9,14,25,6,21,7,0,13,38,19,0,0,0,4,12,23,0,9,0,11,13,10,5,0,0,18,0,17,17,15,36,26,14,0,0,7,7,7,11
"spot 611",6,10,0,9,0,2,9,8,5,7,35,11,11,0,0,8,12,11,26,13,14,0,0,0,28,12,12,1,0,0,39,0,12,0,6,4,12,2,26,27,11,7,15,9,12,7,30,18,8,0,0,0,16,9,0,28,0,8,9,8,42,18,26,8,0,0,5,21,17,40,20,1,16,12,7,13,7,9,0,0,10,14,40,0,14,16,25,0,11,16,0,18,25,14,21,0,1,8,0,9
"spot 612",5,22,0,22,0,6,5,0,0,3,0,8,18,6,23,19,6,40,0,21,15,0,14,4,9,23,19,8,0,0,31,13,20,8,2,14,0,0,34,0,13,14,22,16,8,16,0,33,24,27,12,11,25,13,28,57,0,10,0,9,40,11,23,18,14,15,0,0,13,0,22,18,0,9,0,20,16,19,12,16,15,15,41,6,15,0,61,16,0,26,0,52,26,33,36,17,11,0,1,0
"spot 613",6,6,0,12,0,2,0,8,11,0,29,19,12,5,20,14,15,0,21,0,0,0,8,5,16,0,13,7,0,0,22,12,0,0,9,5,15,22,32,23,7,6,0,12,14,4,0,5,0,18,20,7,10,3,31,28,13,0,13,19,0,8,0,18,6,17,9,0,19,21,24,5,0,12,0,16,18,0,9,11,0,6,25,5,0,18,0,0,21,0,0,20,18,0,21,18,0,15,6,16
